N Proj,Promotor,Designacao,Instrumento,Aviso,Aut Gestao,Org Intermedio,Concelho,Regiao,Sector,CAE (Rev3),Estrategia de Eficiencia Colectiva,Data de Aprovacao,Investimento Elegivel,Incentivo,N Contribuinte do Promotor
31919,"DIGIPRESS-EDIcaO ELECTRoNICA DE IMPRESSOS, LDA",INTERNACIONALIZAcaO ATRAVeS DA OFERTA DE NOVO PROCESSO TECNOLoGICO,SI Inovacao/Inovacao Produtiva,12/SI/2012,PO FC,IAPMEI,Paredes,Norte,Industria,18120 - Outra impressao,,20-Mar-13,1726950,942874,503505820
31920,"DRT RAPID - PROToTIPOS E MOLDES, LDA","IMPLEMENTAcaO DE PROCESSOS INOVADORES PARA O AUMENTO DA EFICIeNCIA E FLEXIBILIDADE NO DESENVOLVIMENTO DE NOVOS PRODUTOS, COM VISTA AO REFORcO DO POSICIONAMENTO INTERNACIONAL",SI Inovacao/Inovacao Produtiva,12/SI/2012,PO FC,IAPMEI,Leiria,Centro,Industria,25734 - Fabricacao de moldes metalicos,,20-Mar-13,3177687,1747728,504805657
31909,LUX MUNDI EMPREENDIMENTOS HOTELEIROS,CRIAcaO DO HOTEL AS 1829,SI Inovacao/Inovacao Produtiva,12/SI/2012,PO FC,TP,Porto,Norte,Turismo,55111 - Hoteis com restaurante,,20-Mar-13,3204188,2082053,502113928
31912,"MONTEIRO RIBAS - EMBALAGENS FLEXiVEIS, SA",MRE NOVOS PRODUTOS,SI Inovacao/Inovacao Produtiva,12/SI/2012,PO FC,IAPMEI,Porto,Norte,Industria,22220 - Fabricacao de embalagens de plastico,,20-Mar-13,4862844,2188247,500173176
31917,"CARLOS PAYA, UNIPESSOAL, LDA","PROMOcaO DA INOVAcaO E COMPETITIVIDADE GLOBAL, COM O DESENVOLVIMENTO DE NOVOS PRODUTOS NO SETOR DO MOBILIaRIO",SI Inovacao/Inovacao Produtiva,12/SI/2012,PO FC,IAPMEI,Arcos de Valdevez,Norte,Industria,31091 - Fabricacao de mobiliario de madeira para outros fins,,20-Mar-13,3196555,2077761,510456421
31880,"HOTeIS DO BOM JESUS, SA",REMODELAcaO DO HOTEL DO PARQUE - HOTEL BOUTIQUE,SI Inovacao/Inovacao Produtiva,12/SI/2012,PO FC,TP,Braga,Norte,Turismo,55121 - Hoteis sem restaurante,,20-Mar-13,2280807,1025195,501498575
31887,"VIEIRA DE CASTRO - PRODUTOS ALIMENTARES, SA","NOVAS BOLACHAS WAFER, CREAM CRACKER E WATER CRACKER, COM CARACTERiSTICAS INOVADORAS E DIFERENCIADAS",SI Inovacao/Inovacao Produtiva,12/SI/2012,PO FC,IAPMEI,Vila Nova de Famalicao,Norte,Industria,"10720 - Fabricacao de bolachas, biscoitos, tostas e pastelaria de conservacao",,20-Mar-13,1679646,923731,500298882
31889,"BLUEPHARMA INDuSTRIA FARMACeUTICA, SA",INOVAR CRESCER EXPORTAR,SI Inovacao/Inovacao Produtiva,12/SI/2012,PO FC,IAPMEI,Coimbra,Centro,Industria,21201 - Fabricacao de medicamentos,,20-Mar-13,2338604,1279878,505282801
31863,"PENTACOELHO - ABATE E COMERCIALIZAcaO DE COELHOS, SA",PENTA COELHO - INOVAcaO NA PRODUcaO DE NOVOS PRODUTOS,SI Inovacao/Inovacao Produtiva,12/SI/2012,PO FC,IAPMEI,Bombarral,Centro,Industria,10920 - Fabricacao de alimentos para animais de companhia,,20-Mar-13,961336,528735,508490820
31864,"SOLIS - IMPORTAcaO E EXPORTAcaO, LDA",NOVOS PRODUTOS NA SOLIS,SI Inovacao/Inovacao Produtiva,12/SI/2012,PO FC,IAPMEI,Aveiro,Centro,Industria,"20411 - Fabricacao de saboes, detergentes e glicerina",,20-Mar-13,1436081,780469,500272255
31870,"MICRO TOOLS - INDuSTRIA E COMeRCIO DE MOLDES, LDA",NOVA CeLULA PRODUTIVA ROBOTIZADA,SI Inovacao/Inovacao Produtiva,12/SI/2012,PO FC,IAPMEI,Figueira da Foz,Centro,Industria,25734 - Fabricacao de moldes metalicos,,20-Mar-13,627644,340954,503927660
31871,"CRISPIM ABREU,C, LDA",INOVAcaO EM NOVOS PRODUTOS TECNOLOGICAMENTE SOFISTICADOS NA aREA DOS TeXTEIS FUNCIONAIS E MeDICOS TRANSACIONaVEIS NO MERCADO INTERNACIONAL,SI Inovacao/Inovacao Produtiva,12/SI/2012,PO FC,IAPMEI,Guimaraes,Norte,Industria,13910 - Fabricacao de tecidos de malha,,20-Mar-13,2385236,1300199,501152300
31872,"PROBOS - RESINAS E PLaSTICOS, SA","EDGING INNOVATION - INOVAcaO, COMPETITIVIDADE E DIFERENCIAcaO NO MERCADO GLOBAL",SI Inovacao/Inovacao Produtiva,12/SI/2012,PO FC,IAPMEI,Vila do Conde,Norte,Industria,"22210 - Fabricacao de chapas, folhas, tubos e perfis de plastico",,20-Mar-13,2656486,1185054,503811823
31815,"MISTOLIN - PRODUTOS DE LIMPEZA, LDA",BIOMISTOLIN - NOVOS PRODUTOS BIO COM MeTODOS DE PRODUcaO INOVADORES RESULTANTES DE I&D INTERNO DA EMPRESA,SI Inovacao/Inovacao Produtiva,12/SI/2012,PO FC,IAPMEI,Vagos,Centro,Industria,"20411 - Fabricacao de saboes, detergentes e glicerina",,20-Mar-13,2162818,1181834,502863307
31820,"HB FULLER PORTUGAL, PRODUTOS QUiMICOS, SA",MINDELO TRANSFORMATION,SI Inovacao/Inovacao Produtiva,12/SI/2012,PO FC,AICEP,Vila do Conde,Norte,Industria,"20594 - Fabricacao de outros produtos quimicos diversos, ne",,20-Mar-13,4814606,2163475,500142416
31832,"FERPLAY - FaBRICA DE PORToES, LDA",ALAVANCAR A CAPACIDADE PRODUTIVA DA EMPRESA PARA O LANcAMENTO DE NOVOS E INOVADORES PRODUTOS,SI Inovacao/Inovacao Produtiva,12/SI/2012,PO FC,IAPMEI,Santarem,Alentejo,Industria,"25120 - Fabricacao de portas, janelas e elementos similares em metal",,20-Mar-13,506714,277825,504926152
31858,"CRIOESTAMINAL - SAuDE E TECNOLOGIA, SA",CRIOINOV- NOVOS PRODUTOS DE CRIOPRESERVAcaO PARA TERAPIA CELULAR E MEDICINA REGENERATIVA,SI Inovacao/Inovacao Produtiva,12/SI/2012,PO FC,IAPMEI,Cantanhede,Centro,Industria,21100 - Fabricacao de produtos farmaceuticos de base,,20-Mar-13,184464,101037,509122736
31844,"DEXPROM - PRODUcAO DE MOLDES, LDA","CAPEXPOR+ : CAPACITAR PARA INCREMENTAR A EXPORTAcaO DIVERSIFICADA, SUSTENTADA E DE ALTO VALOR ACRESCENTADO",SI Inovacao/Inovacao Produtiva,12/SI/2012,PO FC,IAPMEI,Leiria,Centro,Industria,25734 - Fabricacao de moldes metalicos,,20-Mar-13,4253134,2338121,506537056
31845,"VAA- EMPREENDIMENTOS TURiSTICOS, SA",CONSTRUcaO DO VISTA ALEGRE ART FACTORY HOTEL & SPA,SI Inovacao/Inovacao Produtiva,12/SI/2012,PO FC,AICEP,ilhavo,Centro,Turismo,55111 - Hoteis com restaurante,,20-Mar-13,4546183,2017924,510465692
31848,"SEBELCATURIS ANIMAcoES, LDA",AQUAFIXE RECINTO DE DIVERSoES AQUaTICO,SI Inovacao/Inovacao Produtiva,12/SI/2012,PO FC,TP,Torre de Moncorvo,Norte,Turismo,93210 - Actividades dos parques de diversao e tematicos,,20-Mar-13,4684970,3039781,509675115
31803,"JOBASI ACESSoRIOS ELeCTRICOS E BRONZES, SA",INOVAR E DIVERSIFICAR OFERTA DE PRODUTOS; INOVAR NOS PROCESSOS E MeTODOS DE PRODUcaO; REFORcO DA INTERNACIONALIZAcaO DO NEGoCIO,SI Inovacao/Inovacao Produtiva,12/SI/2012,PO FC,IAPMEI,Braga,Norte,Industria,27122 - Fabricacao de material de distribuicao e controlo para instalacoes electricas de baixa tensao,,20-Mar-13,344524,186670,500153795
31804,"UNICER BEBIDAS, SA",BREWERYNOV,SI Inovacao/Inovacao Produtiva,12/SI/2012,PO FC,AICEP,Matosinhos,Norte,Industria,11050 - Fabricacao de cerveja,,20-Mar-13,17175662,7718534,505266202
31806,"SROQUE-MAQUINAS E TECNOLOGIA LASER, LDA",SROQUE - FABRICO E EXPORTAcaO DE MaQUINAS LIDERANcA NO FORNECIMENTO DO SECTOR TEXTIL MUNDIAL,SI Inovacao/Inovacao Produtiva,12/SI/2012,PO FC,IAPMEI,Vila Nova de Famalicao,Norte,Industria,"28940 - Fabricacao de maquinas para as industrias textil, do vestuario e do couro",,20-Mar-13,6901863,3795421,501617450
31807,"TEC PELLETS - PRODUcaO E COMERCIALIZAcaO DE PELLETS, LDA",UNIDADE INDUSTRIAL DE PRODUcaO DE WOOD PELLETS,SI Inovacao/Inovacao Produtiva,12/SI/2012,PO FC,IAPMEI,Povoa de Varzim,Norte,Industria,16101 - Serracao de madeira,,20-Mar-13,10074832,5543904,510252788
31808,"COFICAB PORTUGAL - COMPANHIA DE FIOS E CABOS, LDA",COFICAB XXII,SI Inovacao/Inovacao Produtiva,12/SI/2012,PO FC,AICEP,Guarda,Centro,Industria,27320 - Fabricacao de outros fios e cabos electricos e electronicos,,20-Mar-13,7365689,3314233,503062928
31798,"CORTIcA BENICIA, SA",NOVOS PRODUTOS E NOVOS PROCESSOS DE ROLHAS TeCNICAS PARA AS BEBIDAS ESPIRITUOSAS,SI Inovacao/Inovacao Produtiva,12/SI/2012,PO FC,IAPMEI,Santa Maria da Feira,Norte,Industria,16294 - Fabricacao de rolhas de cortica,,20-Mar-13,964750,617815,503000728
31778,"FEHST - COMPONENTES, LDA",INVESTIMENTO EM INOVAcaO - PRODUcaO DE NOVOS BENS E SERVIcOS E MELHORIAS SIGNIFICATIVAS DA PRODUcaO ACTUAL POR TRANSFERENCIA E APLICAcaO DE CONHECIMENTO,SI Inovacao/Inovacao Produtiva,12/SI/2012,PO FC,IAPMEI,Braga,Norte,Industria,"25992 - Fabricacao de outros produtos metalicos diversos, ne",,20-Mar-13,1463219,799704,503263575
31782,"TRIU-TeCNICAS DE RESiDUOS INDUSTRIAIS E URBANOS, SA",VALORIZAcaO DE RESiDUOS,SI Inovacao/Inovacao Produtiva,12/SI/2012,PO FC,AICEP,Benavente,Alentejo,Servicos,38322 - Valorizacao de residuos nao metalicos,,20-Mar-13,1282238,580959,502550066
31783,"COINDU - COMPONENTES PARA A INDuSTRIA AUTOMoVEL, SA",CONSOLIDAcaO DO POSICIONAMENTO ESTRATeGICO E REFORcO DA COMPETITIVIDADE INTERNACIONAL,SI Inovacao/Inovacao Produtiva,12/SI/2012,PO FC,AICEP,Vila Nova de Famalicao,Norte,Industria,29320 - Fabricacao de outros componentes e acessorios para veiculos automoveis,,20-Mar-13,2594090,1167340,501998055
31789,"PALaCIO BATALHA HOTEL - UTILIDADES TURISTICAS, LDA",PALaCIO BATALHA HOTEL,SI Inovacao/Inovacao Produtiva,12/SI/2012,PO FC,TP,Porto,Norte,Turismo,55111 - Hoteis com restaurante,,20-Mar-13,6800803,3737629,509311121
31742,"MPTOOL - ENGENHARIA E PRODUcaO DE MOLDES, LDA",MPTOOL 2013: INOVAcaO TECNOLoGICA E NOS PRODUTOS - RIM DE NYLON,SI Inovacao/Inovacao Produtiva,12/SI/2012,PO FC,IAPMEI,Marinha Grande,Centro,Industria,25734 - Fabricacao de moldes metalicos,,20-Mar-13,915500,503525,508447534
31743,"SEP-TEC - TRATAMENTO DE SUPERFiCIES EM MOLDES, LDA",DOCTOR MOULD,SI Inovacao/Inovacao Produtiva,12/SI/2012,PO FC,IAPMEI,Porto de Mos,Centro,Industria,25620 - Actividades de mecanica geral,,20-Mar-13,676166,368410,504223410
31756,"MULTISAC - EMBALAGENS FLEXiVEIS, UNIPESSOAL, LDA",MULTISAC,SI Inovacao/Inovacao Produtiva,12/SI/2012,PO FC,IAPMEI,Vouzela,Centro,Industria,22220 - Fabricacao de embalagens de plastico,,20-Mar-13,1627821,1057408,503762067
31757,"BRINTONS - INDuSTRIA DE ALCATIFAS, LDA",PRODUcaO DO NOVO PRODUTO (ALCATIFA A 32 CORES COM TECELAGEM DE ALTA DEFINIcaO) PARA NOVOS MERCADOS E IMPLEMENTAcaO DE NOVOS PROCESSOS DE FABRICO EM 12 TEARES COM IMPLEMENTAcaO DO EQUIPAMENTO TECNOLOGICO ALTAMENTE INOVADOR HDW,SI Inovacao/Inovacao Produtiva,12/SI/2012,PO FC,AICEP,Vouzela,Centro,Industria,13930 - Fabricacao de tapetes e carpetes,,20-Mar-13,2689199,1210140,502308460
31758,"GRECA - ARTES GRaFICAS, LDA",VERTICALIZAcaO UPSTREAM DA PRODUcaO E INTERNACIONALIZAcaO DA EMPRESA,SI Inovacao/Inovacao Produtiva,12/SI/2012,PO FC,IAPMEI,Matosinhos,Norte,Industria,18130 - Actividades de preparacao da impressao e de produtos media,,20-Mar-13,1519009,987356,500251819
31761,"STRONG EXPORT, LDA",CRIAcaO E INTERNACIONALIZAcaO DE UNIDADES INOVADORA NA aREA DE SOALHOS E DECK DE MADEIRA,SI Inovacao/Inovacao Produtiva,12/SI/2012,PO FC,IAPMEI,Povoa de Lanhoso,Norte,Industria,16220 - Parqueteria,,20-Mar-13,3738537,2430049,509686745
31763,"FERNANDO ALMEIDA & FILHOS, LDA",INTERNACIONALIZAcaO DA PEDRA PORTUGUESA,SI Inovacao/Inovacao Produtiva,12/SI/2012,PO FC,IAPMEI,Marco de Canaveses,Norte,Industria,"23703 - Fabricacao de artigos de granito e de rochas, ne",,20-Mar-13,1866564,1025316,501623655
31764,"DT2 NEW CONCEPT - THE RAPID MANUFACTURING CENTER, LDA",RMC 2013 - INOVAcaO DE PRODUTOS PARA O SECTOR AERONaUTICO E AUTOMoVEL - CALIBRES DE CONTROLO PARA PEcAS DE GRANDES DIMENSoES,SI Inovacao/Inovacao Produtiva,12/SI/2012,PO FC,IAPMEI,Marinha Grande,Centro,Industria,"22292 - Fabricacao de outros artigos de plastico, ne",,20-Mar-13,1758000,966900,508684641
31730,"AMBIOIL- PRODUTOS PETROLiFEROS, LDA",CRIAcaO DE EMPRESA PARA PRODUcaO DE UM PRODUTO PIONEIRO A NiVEL NACIONAL/INTERNACIONAL- PRODUTO EQUIVALENTE AO GASoLEO A PARTIR DE RESiDUOS PLaSTICOS ATRAVeS DE UMA TECNOLOGIA INOVADORA DE PIRoLISE,SI Inovacao/Inovacao Produtiva,12/SI/2012,PO FC,IAPMEI,Soure,Centro,Industria,19202 - Fabricacao de produtos petroliferos a partir de residuos,,20-Mar-13,11727583,6450053,510228712
31731,"QUINTA & SANTOS, LDA",INTRODUcaO DE NOVOS PROCESSOS DE LAVAGEM E TINGIMENTO DE PEcAS DE VESTUaRIO,SI Inovacao/Inovacao Produtiva,12/SI/2012,PO FC,IAPMEI,Barcelos,Norte,Industria,13301 - Branqueamento e tingimento,,20-Mar-13,312472,171103,503290246
31771,"CORK SUPPLY PORTUGAL, SA",LEAN PRODUCTION,SI Inovacao/Inovacao Produtiva,12/SI/2012,PO FC,IAPMEI,Santa Maria da Feira,Norte,Industria,16294 - Fabricacao de rolhas de cortica,,20-Mar-13,927166,496308,503383058
31740,"HPM - HIGH PRECISION MOULDS, LDA","HPM 2013 - FABRICAcaO FLEXiVEL, INTEGRAcaO TECNOLoGICA E INOVAcaO NOS MATERIAIS E PROCESSOS",SI Inovacao/Inovacao Produtiva,12/SI/2012,PO FC,IAPMEI,Marinha Grande,Centro,Industria,25734 - Fabricacao de moldes metalicos,,20-Mar-13,2615942,1437488,510444920
32549,NERSANT - ASSOC EMPRESARIAL DA REGIaO DE SANTAReM,GESINOV - PROMOVER A UTILIZAcaO DAS TIC E A INOVAcaO NA GESTaO,SI Qualificacao PME/Projectos Conjuntos,11/SI/2012,PO FC,IAPMEI,Multi-Concelhos,Multi-Regioes,Industria,25110 - Fabricacao de estruturas de construcoes metalicas,,20-Mar-13,439375,209165,502280280
30113,"GESTAMP CERVEIRA, LDA",PRODUcaO DE NOVOS BENS E SERVIcO,SI Inovacao/Inovacao Produtiva,12/SI/2012,PO FC,AICEP,Vila Nova de Cerveira,Norte,Industria,29320 - Fabricacao de outros componentes e acessorios para veiculos automoveis,,20-Mar-13,2686400,1208880,503478130
30148,"ANTiPODA ? CONSULTORIA PARA OS NEGoCIOS E A GESTaO, LDA",ANTiPODA - VIA QUALIDADE,SI Qualificacao PME/Vale Inovacao,06/SI/2012,PO Norte,IAPMEI,Sao Joao da Madeira,Norte,Servicos,70220 - Outras actividades de consultoria para os negocios e a gestao,,19-Mar-13,20000,15000,505361302
30158,"FERRUMPLUS-ENGENHARIA E ESTRUTURAS METaLICAS, LDA",FERRUMPLUS - VIA a PRODUTIVIDADE,SI Qualificacao PME/Vale Inovacao,06/SI/2012,PO Norte,IAPMEI,Maia,Norte,Construcao,"42990 - Construcao de outras obras de engenharia civil, ne",,19-Mar-13,20000,15000,508365759
30171,"PAULO MENDES - UNIPESSOAL, LDA",PLANO DE MARKETING - INCORPORAcaO DA ACTIVIDADE INDUSTRIAL,SI Qualificacao PME/Vale Inovacao,06/SI/2012,PO Norte,IAPMEI,Guimaraes,Norte,Comercio,46410 - Comercio por grosso de texteis,,19-Mar-13,8000,6000,508152739
30129,"NANOSTEEL, SA",SISTEMA DE GESTaO DA QUALIDADE (ISO 9001:2008),SI Qualificacao PME/Vale Inovacao,06/SI/2012,PO Norte,IAPMEI,Barcelos,Norte,Industria,25610 - Tratamento e revestimento de metais,,19-Mar-13,14850,11138,509283853
30131,"ESTOFOS AUTO - JOSe LEITE, LDA",SISTEMA DE GESTaO DA QUALIDADE (ISO 9001:2008),SI Qualificacao PME/Vale Inovacao,06/SI/2012,PO Norte,IAPMEI,Santa Maria da Feira,Norte,Industria,29320 - Fabricacao de outros componentes e acessorios para veiculos automoveis,,19-Mar-13,14900,11175,504482653
30134,"OLICARGO - TRANSITaRIOS, SA",SISTEMA DE GESTaO DA QUALIDADE (ISO 9001:2008),SI Qualificacao PME/Vale Inovacao,06/SI/2012,PO Norte,IAPMEI,Matosinhos,Norte,Transportes,52291 - Organizacao do transporte,,19-Mar-13,14920,11190,501823328
30135,"ALTARODA - SOLUcoES AUTO, LDA",SISTEMA DE GESTaO DA QUALIDADE (ISO 9001:2008),SI Qualificacao PME/Vale Inovacao,06/SI/2012,PO Norte,IAPMEI,Paredes,Norte,Comercio,45310 - Comercio por grosso de pecas e acessorios para veiculos automoveis,,19-Mar-13,14800,11100,507497597
30103,"VITORINOX-REPRESENTAcoES E ACESSoRIOS PARA FLUIDOS, LDA",VITORINOX - RUMO a PRODUTIVIDADE,SI Qualificacao PME/Vale Inovacao,06/SI/2012,PO Norte,IAPMEI,Maia,Norte,Comercio,"46494 - Outro comercio por grosso de bens de consumo, ne",,19-Mar-13,20000,15000,502778458
30108,"ARGON - COMPONENTES ELeCTRICOS E ELECTRoNICOS, LDA",ARGON- RUMO a PRODUTIVIDADE,SI Qualificacao PME/Vale Inovacao,06/SI/2012,PO Norte,IAPMEI,Gondomar,Norte,Comercio,"46520 - Comercio por grosso de equipamentos electronicos, de telecomunicacoes e suas partes",,19-Mar-13,12000,9000,505692325
30109,"ELO-SISTEMAS DE INFORMAcaO, LDA",DECISOR - RUMO a PRODUTIVIDADE,SI Qualificacao PME/Vale Inovacao,06/SI/2012,PO Norte,IAPMEI,Vila do Conde,Norte,Servicos,62010 - Actividades de programacao informatica,,19-Mar-13,20000,15000,503258601
30032,"FVB-FEIRA VIRTUAL DE BARCELOS, UNIPESSOAL, LDA","FEIRA VIRTUAL DE ARTESANATO, BRINQUEDOS, COLECIONaVEIS E OUTROS ARTIGOS REGIONAIS",SI Qualificacao PME/Vale Inovacao,06/SI/2012,PO Norte,IAPMEI,Barcelos,Norte,Servicos,63120 - Portais Web,,19-Mar-13,14370,10778,510246494
30208,"GUIMAGUA - PISCINAS E EQUIPAMENTOS, LDA",PLATAFORMA E-BUSINESS E E-COMMERCE MULTI-LINGUE,SI Qualificacao PME/Vale Inovacao,06/SI/2012,PO Norte,IAPMEI,Guimaraes,Norte,Construcao,"42990 - Construcao de outras obras de engenharia civil, ne",,19-Mar-13,6105,4579,506489868
30411,"SILMARBESSO, SILVA, MARcAL, BESSA & SOUSA, LDA",IMPLEMENTAcaO DE UM SISTEMA DE GESTaO AMBIENTAL,SI Qualificacao PME/Vale Inovacao,06/SI/2012,PO Norte,IAPMEI,Castelo de Paiva,Norte,Industria,16101 - Serracao de madeira,,19-Mar-13,9000,6750,500202834
30412,"FOLLOWING PROJECTS - ENGINEERING AND TRADE, LDA",DESENVOLVIMENTO & PRODUcaO DE PROToTIPOS,SI Qualificacao PME/Vale Inovacao,06/SI/2012,PO Norte,IAPMEI,Vila Nova de Famalicao,Norte,Servicos,71120 - Actividades de engenharia e tecnicas afins,,19-Mar-13,20000,15000,509322808
30414,"CENTRAL TERMOELeTRICA DE BIOMASSA, TERRAS DE SANTA MARIA, SA",CENTRAL TERMOELeCTRICA VIA AMBIENTE,SI Qualificacao PME/Vale Inovacao,06/SI/2012,PO Norte,IAPMEI,Oliveira de Azemeis,Norte,Energia,35112 - Producao de electricidade de origem termica,,19-Mar-13,15000,11250,506284360
30430,"MONTENEGRO, FERNANDES & CA SA","MONTENEGRO, FERNANDES-RUMO a PRODUTIVIDADE",SI Qualificacao PME/Vale Inovacao,06/SI/2012,PO Norte,IAPMEI,Porto,Norte,Comercio,46620 - Comercio por grosso de maquinas-ferramentas,,19-Mar-13,20000,15000,500196524
30432,"SERVITIS, LDA","IMPLEMENTAcaO E CERTIFICAcaO DO SISTEMA DE GESTaO DA QUALIDADE NO aMBITO DA ISO 9001:2008 DA SERVITIS, LDA",SI Qualificacao PME/Vale Inovacao,06/SI/2012,PO Norte,IAPMEI,Vila Nova de Gaia,Norte,Construcao,43221 - Instalacao de canalizacoes,,19-Mar-13,10800,8100,507659465
30433,"EUROCLaRIO AUTOMATISMOS ELeCTRICOS, LDA",EUROCLARIO - RUMO a PRODUTIVIDADE,SI Qualificacao PME/Vale Inovacao,06/SI/2012,PO Norte,IAPMEI,Gondomar,Norte,Comercio,46690 - Comercio por grosso de outras maquinas e equipamentos,,19-Mar-13,20000,15000,506295370
30435,"SOC COMERCIAL TEXTIL DE LUIS MARTINS E ANDRADE, LDA",PORTAL BARRIGUINHAS FASHION,SI Qualificacao PME/Vale Inovacao,06/SI/2012,PO Norte,IAPMEI,Porto,Norte,Comercio,"46160 - Agentes do comercio por grosso de texteis, vestuario, calcado e artigos de couro",,19-Mar-13,20000,15000,501846573
30436,"COMPETINOV - SERVIcOS DE APOIO aS EMPRESAS UNIPESSOAL, LDA",KONTAKT - SISTEMA DE COMUNICAcaO MoVEL DE APOIO AO ESTABELECIMENTO DE CONTACTOS INTERNACIONAIS EM FEIRAS,SI Qualificacao PME/Vale Inovacao,06/SI/2012,PO Norte,IAPMEI,Braga,Norte,Servicos,70220 - Outras actividades de consultoria para os negocios e a gestao,,19-Mar-13,20000,15000,504859846
30440,"PERFILNORTE - EMPRESA DE PERFILAGEM, SA",REFORcO DO SISTEMA DE GESTaO - IMPLEMENTAcaO DE SISTEMA DE GESTaO AMBIENTAL,SI Qualificacao PME/Vale Inovacao,06/SI/2012,PO Norte,IAPMEI,Braga,Norte,Comercio,46900 - Comercio por grosso nao especializado,,19-Mar-13,12500,9375,502918713
30442,"GLEBA - TeXTEIS, LDA",CRIAcaO E MODA,SI Qualificacao PME/Vale Inovacao,06/SI/2012,PO Norte,IAPMEI,Barcelos,Norte,Industria,14131 - Confeccao de outro vestuario exterior em serie,,19-Mar-13,19870,14903,507823419
30445,"JUMPFIELD - ARMAZeM DE PELES, LDA",SAFELEATHER - DESENVOLVIMENTO DE PROCESSOS CORRECTIVOS PARA APLICAcaO EM PELE ACABADA,SI Qualificacao PME/Vale Inovacao,06/SI/2012,PO Norte,IAPMEI,Sao Joao da Madeira,Norte,Comercio,46240 - Comercio por grosso de peles e couro,,19-Mar-13,19958,14968,508471494
30448,"J A BEIRA, LDA",BIOLAVAcaO ? DESENVOLVIMENTO DE UM SISTEMA DE TRATAMENTO BIOTECNOLoGICO DE REDUcaO DA CARGA ORGaNICA DO EFLUENTE DA LAVAcaO,SI Qualificacao PME/Vale Inovacao,06/SI/2012,PO Norte,IAPMEI,Vila Nova de Gaia,Norte,Industria,16294 - Fabricacao de rolhas de cortica,,19-Mar-13,20000,15000,500905460
30456,SANDRA CRISTINA MOREIRA RIBEIRO,PLATAFORMA DIGITAL DE GESTaO DE ENCOMENDAS,SI Qualificacao PME/Vale Inovacao,06/SI/2012,PO Norte,IAPMEI,Trofa,Norte,Comercio,"47783 - Comercio a retalho de combustiveis para uso domestico, em estabelecimentos especializados",,19-Mar-13,20000,15000,206857403
30464,"MMO, LDA",EFICIeNCIA ENERGeTICA,SI Qualificacao PME/Vale Inovacao,06/SI/2012,PO Norte,IAPMEI,Vila Nova de Famalicao,Norte,Industria,25610 - Tratamento e revestimento de metais,,19-Mar-13,19850,14888,500737037
30465,"MTVD - MANUTENcaO E TECNOLOGIA INDUSTRIAL, LDA",REESTRUTURAcaO E REORGANIZAcaO EMPRESAIAL,SI Qualificacao PME/Vale Inovacao,06/SI/2012,PO Norte,IAPMEI,Vila do Conde,Norte,Industria,33140 - Reparacao e manutencao de equipamento electrico,,19-Mar-13,20250,15000,502198184
30474,"SERRALHARIA AGOSTINHO MIRANDA CERQUEIRA, UNIPESSOAL, LDA",MAIS WEB FRIENDLY,SI Qualificacao PME/Vale Inovacao,06/SI/2012,PO Norte,IAPMEI,Maia,Norte,Industria,"25120 - Fabricacao de portas, janelas e elementos similares em metal",,19-Mar-13,20000,15000,508063167
30480,"IDT CONSULTING, LDA",IMPLEMENTAcaO DE FERRAMENTAS DE INFORMAcaO E COMUNICAcaO,SI Qualificacao PME/Vale Inovacao,06/SI/2012,PO Norte,IAPMEI,Braga,Norte,Servicos,70220 - Outras actividades de consultoria para os negocios e a gestao,,19-Mar-13,12500,9375,508489008
30488,"J R FONTES& FILHOS, LDA",#ERROR!,SI Qualificacao PME/Vale Inovacao,06/SI/2012,PO Norte,IAPMEI,Valongo,Norte,Industria,15111 - Curtimenta e acabamento de peles sem pelo,,19-Mar-13,6100,4575,500146586
30497,"ESPERANcARTE, LDA",DINAMIZAcaO DA ECONOMIA DIGITAL,SI Qualificacao PME/Vale Inovacao,06/SI/2012,PO Norte,IAPMEI,Valongo,Norte,Industria,18120 - Outra impressao,,19-Mar-13,19850,14888,503138126
30508,"DESISTART, LDA",PROJECTO INTERNACIONALIZAR PARA ESPANHA,SI Qualificacao PME/Vale Inovacao,06/SI/2012,PO Norte,IAPMEI,Vila Nova de Gaia,Norte,Comercio,46410 - Comercio por grosso de texteis,,19-Mar-13,20000,15000,505901889
30512,SERVICEPAK,REPOSICIONAMENTO ESTRATeGICO E MODELAcaO DO PLANO DE NEGoCIOS DA SERVICEPACK,SI Qualificacao PME/Vale Inovacao,06/SI/2012,PO Norte,IAPMEI,Matosinhos,Norte,Outros sectores,"77390 - Aluguer de outras maquinas e equipamentos, ne",,19-Mar-13,21000,15000,506460037
30505,"CARBENINOX - INDUSTRIAS METALURGICAS, LDA",DIAGNoSTICO ENERGeTICO DOS CONSUMOS E INSTALAcoES DA EMPRESA,SI Qualificacao PME/Vale Inovacao,06/SI/2012,PO Norte,IAPMEI,Oliveira de Azemeis,Norte,Industria,25910 - Fabricacao de embalagens metalicas pesadas,,19-Mar-13,11000,8250,504324969
30517,"ERREEME-TAPEcARIAS, LDA",PROJECTO INTERNACIONALIZAR PARA MERCADO ALEMaO,SI Qualificacao PME/Vale Inovacao,06/SI/2012,PO Norte,IAPMEI,Vila Nova de Gaia,Norte,Industria,13930 - Fabricacao de tapetes e carpetes,,19-Mar-13,20000,15000,502102713
